Title,My,Calculated,Performance,Cinematography,Script,Plot,Mood,Source,Title type,Directors,AVG rating,IMDb Rating,Rotten Tom.,Metacritic,Runtime (mins),Year,Genres,# of IMDb votes,IMDb Top 250,1001 Must See…,Desire to see (A-F grading),Female dir.,Bechdel,LGBTQ Russo,Good Blu-ray,Foreign dir.,Netflix/Hulu streaming,LFPL,Wild & Woolly,description,US Release Date (month/day/year),URL,Created,Modified,MIDZ,1001 position,Female
Troy,8,0,,,,,,,Feature Film,Wolfgang Petersen,71,7.1,,,163,2004,"adventure, drama",256566,,,,,,,,,,,,"Hollywood rental.

DATE: 2005-02-05",5/9/2004,http://www.imdb.com/title/tt0332452/,Wed Nov  5 11:00:00 2003,Wed Aug 10 16:04:03 2011,1391,,
True Blood: Sparks Fly Out,9,0,,,,,,,TV Episode,Daniel Minahan,84,8.4,,,55,2008,"drama, fantasy, mystery, romance, thriller",1016,,,,,,,,,,,,,10/5/2008,http://www.imdb.com/title/tt1051965/,Mon Dec 28 11:00:00 2009,Wed Aug 10 16:04:04 2011,1730,,
True Grit,9,0,,,,,,,Feature Film,"Ethan Coen, Joel Coen",77,7.7,,,110,2010,"adventure, drama, western",168032,,Y,,,,,,,Ne,,,,12/14/2010,http://www.imdb.com/title/tt1403865/,,,17,236,
True Romance,,0,,,,,,,Feature Film,Tony Scott,79,7.9,,,120,1993,"crime, thriller",124245,,,,,,,,,,,,,9/10/1993,http://www.imdb.com/title/tt0108399/,Sun Feb  2 11:00:00 2003,Wed Aug 10 16:04:03 2011,2309,,
Trust,,0,,,,,,,Feature Film,Hal Hartley,74,7.4,,,107,1990,"comedy, drama",5224,,Y,,,,,,,,,,,9/9/1990,http://www.imdb.com/title/tt0103130/,,,262,117,
"Tsatsiki, morsan och polisen",,0,,,,,,,Feature Film,Catherine Breillat,61,6.1,,,91,1999,"drama, family",1560,,,,Y,,,,Fr.,,,,,36434,http://www.imdb.com/title/tt0171851/,,,1066,,
Tsotsi,,0,,,,,,,Feature Film,Gavin Hood,73,7.3,,,94,2005,"crime, drama",20402,,Y,,,,,,,,,,,8/18/2005,http://www.imdb.com/title/tt0468565/,,,142,219,
tt0000652,,0,,,,,,,,,0,,,,,????,,,,,,,,,,,,,,,,http://www.imdb.com/title/tt0000652/,Mon Nov 12 11:00:00 2001,Wed Aug 10 16:04:03 2011,2190,,
tt0277322,,0,,,,,,,,,0,,,,,????,,,,,,,,,,,,,,,,http://www.imdb.com/title/tt0277322/,Sat Jan 18 11:00:00 2003,Wed Aug 10 16:04:03 2011,2302,,
tt1650558,,0,,,,,,,,,0,,,,,????,,,,,,,,,,,,,,,,http://www.imdb.com/title/tt1650558/,Thu Sep 30 12:00:00 2010,Wed Aug 10 16:04:04 2011,1808,,
tt1985115,,0,,,,,,,,,0,,,,,????,,,,,,,,,,,,,,http://www.youtube.com/watch?v=uXfXrl4K2D4,,http://www.imdb.com/title/tt1985115/,Tue Aug 30 05:54:57 2011,Tue Aug 30 05:54:57 2011,2706,,
Tuck Everlasting,,0,,,,,,,Feature Film,Frederick King Keller,65,6.5,,,90,1981,drama,238,,,,,,,,,,,,,6/5/1981,http://www.imdb.com/title/tt0081664/,Mon Oct 14 12:00:00 2002,Wed Aug 10 16:04:03 2011,2273,,
Tuck Everlasting,,0,,,,,,,Feature Film,Jay Russell,65,6.5,,,90,2002,"drama, romance, family, fantasy",13670,,,,,,,,,,,,,9/8/2002,http://www.imdb.com/title/tt0283084/,Mon Oct 14 12:00:00 2002,Wed Aug 10 16:04:03 2011,2274,,
Turkish Delight,,0,,,,,,,Feature Film,Paul Verhoeven,71,7.1,,,108,1973,"drama, romance",5682,,Y,,,,,,,,,,,2/22/1973,http://www.imdb.com/title/tt0070842/,,,489,434,
Twelve Monkeys,9,0,,,,,,,Feature Film,Terry Gilliam,81,8.1,,,129,1995,"mystery, sci_fi, thriller",316781,,,,,,,,,,,,,12/27/1995,http://www.imdb.com/title/tt0114746/,Sun Nov 19 11:00:00 2000,Wed Aug 10 16:04:03 2011,1161,,
Twins,9,0,,,,,,,Feature Film,Ivan Reitman,59,5.9,,,107,1988,"comedy, drama",63313,,,,,,,,,,,,,12/8/1988,http://www.imdb.com/title/tt0096320/,Thu Dec 28 11:00:00 2006,Wed Aug 10 16:04:04 2011,1550,,
Twister,8,0,,,,,,,Feature Film,Jan de Bont,61,6.1,,,113,1996,"action, adventure, drama, thriller",112719,,,,,,,,,,,,,5/10/1996,http://www.imdb.com/title/tt0117998/,Mon Aug 13 12:00:00 2001,Wed Aug 10 16:04:03 2011,1244,,
Two Brothers,,0,,,,,,,Feature Film,Jean-Jacques Annaud,68,6.8,,,109,2004,"adventure, drama, family",8932,,,,,,,,,,,,,4/7/2004,http://www.imdb.com/title/tt0338512/,Mon Dec 29 11:00:00 2003,Wed Aug 10 16:04:03 2011,2402,,
Two Friends,,0,,,,,,,Feature Film,Jane Campion,65,6.5,,,76,1987,,113,,,,Y,,,,New Z.,DVD,,DVD,,,,,,1029,,
Two Lovers,7,0,,,,,,,Feature Film,James Gray,70,7,,,110,2008,"drama, romance",22756,,,,,,,,,,,,,5/19/2008,http://www.imdb.com/title/tt1103275/,Fri Sep 10 12:00:00 2010,Wed Aug 10 16:04:04 2011,2629,,
Two Weeks Notice,8,0,,,,,,,Feature Film,Marc Lawrence,58,5.8,,,101,2002,"comedy, romance",63487,,,,,,,,,,,,,12/18/2002,http://www.imdb.com/title/tt0313737/,Mon Jan 27 11:00:00 2003,Wed Aug 10 16:04:03 2011,1357,,
Two-Lane Blacktop,,0,,,,,,,Feature Film,Monte Hellman,72,7.2,,,102,1971,drama,5901,,Y,,,,,,,,,,,7/7/1971,http://www.imdb.com/title/tt0067893/,,,519,426,
Tyson,9,0,,,,,,,Documentary,James Toback,75,7.5,,,90,2008,"documentary, sport",9010,,,,,,,,,,,,DATE: 2009-05-23,2008-05,http://www.imdb.com/title/tt1032821/,Sat May 23 12:00:00 2009,Wed Aug 10 16:04:04 2011,1644,,
U-571,9,0,,,,,,,Feature Film,Jonathan Mostow,65,6.5,,,116,2000,"action, drama, thriller, war",53396,,,,,,,,,,,,,4/17/2000,http://www.imdb.com/title/tt0141926/,Fri Mar 24 11:00:00 2000,Wed Aug 10 16:04:02 2011,1142,,
Ugetsu,,0,,,,,,,Feature Film,Kenji Mizoguchi,81,8.1,,,96,1953,"drama, fantasy, mystery",9728,,Y,,,,,,,,,,,3/26/1953,http://www.imdb.com/title/tt0046478/,,,764,492,
Ultimate X: The Movie,,0,,,,,,,Documentary,Bruce Hendricks,62,6.2,,,47,2002,"documentary, sport",256,,,,,,,,,,,,,5/6/2002,http://www.imdb.com/title/tt0297445/,Sun Aug 25 12:00:00 2002,Wed Aug 10 16:04:03 2011,2260,,
Umberto D.,,0,,,,,,,Feature Film,Vittorio De Sica,82,8.2,,,89,1952,drama,12162,,Y,,,,,,,,,,,1/10/1952,http://www.imdb.com/title/tt0045274/,,,776,490,
Un Chien Andalou,8,0,,,,,,,Short Film,Luis Buñuel,89.5,7.9,100,n/a,16,1929,fantasy,22536,,Y,,,,,,Sp,Ne,,,,6/6/1929,http://www.imdb.com/title/tt0020530/,,,99,58,
Unbreakable,7,0,,,,,,,Feature Film,M. Night Shyamalan,72,7.2,,,106,2000,"drama, mystery, sci_fi, thriller",187252,,,,,,,,,,,,,11/14/2000,http://www.imdb.com/title/tt0217869/,Thu Oct 12 12:00:00 2000,Wed Aug 10 16:04:02 2011,1128,,
Uncovered: The Whole Truth About the Iraq War,8,0,,,,,,,Documentary,Robert Greenwald,73,7.3,,,56,2004,"documentary, war",858,,,,,,,,,,,,"Tuesday night special at Belcourt (our second film we've seen there).  Definitely ""uncovered"" a lot - a shocking film, but far from being well made.

DATE: 2004-02-24",11/3/2004,http://www.imdb.com/title/tt0388495/,Wed Feb 25 11:00:00 2004,Wed Aug 10 16:04:03 2011,1414,,
Under the Flag of the Rising Sun,,0,,,,,,,Feature Film,Kinji Fukasaku,77,7.7,,,96,1972,"drama, history, mystery, war",507,,,,,,,,,,,,,1972,http://www.imdb.com/title/tt0289782/,Sat Jun 18 12:00:00 2005,Wed Aug 10 16:04:03 2011,2467,,
Under the Sand,,0,,,,,,,Feature Film,FranÃ§ois Ozon,70,7,,,92,2000,"drama, mystery",5766,,,,,,,,,,,,,9/11/2000,http://www.imdb.com/title/tt0240913/,Wed Oct 21 12:00:00 2009,Wed Aug 10 16:04:03 2011,2545,,
Under the Skin,,0,,,,,,,Documentary,Yuri Cunza,0,,,,30,2002,"documentary, drama",0,,,,,,,,,,,,,6/7/2002,http://www.imdb.com/title/tt0326329/,Sun Aug 25 12:00:00 2002,Wed Aug 10 16:04:03 2011,2259,,
Under the Tuscan Sun,8,0,,,,,,,Feature Film,Audrey Wells,66,6.6,,,113,2003,"comedy, drama, romance",26460,,,,Y,,,,,,,,"Watched after Megan's Friday-after party.  Enjoyable if not too ""free-spirited""?

DATE: 2004-04-16",9/20/2003,http://www.imdb.com/title/tt0328589/,Sat Apr 17 12:00:00 2004,Wed Aug 10 16:04:03 2011,1425,,
Underground,,0,,,,,,,Feature Film,Emir Kusturica,80,8,,,170,1995,"comedy, drama, war",26241,,Y,,,,,,,,,,,4/1/1995,http://www.imdb.com/title/tt0114787/,,,193,31,
Underworld,,0,,,,,,,Feature Film,Len Wiseman,69,6.9,,,121,2003,"action, fantasy, thriller",153253,,,,,,,,,,,,,9/8/2003,http://www.imdb.com/title/tt0320691/,Tue Feb 28 11:00:00 2006,Wed Aug 10 16:04:03 2011,2483,,
Underworld: Evolution,8,0,,,,,,,Feature Film,Len Wiseman,66,6.6,,,106,2006,"action, fantasy, sci_fi, thriller",114427,,,,,,,,,,,,"Saw with Ben Purser (Chronic - WHAT...) at Hollywood 27. Last week in town during broken leg leave.

DATE: 2006-02-25",1/12/2006,http://www.imdb.com/title/tt0401855/,Tue Feb 28 11:00:00 2006,Wed Aug 10 16:04:03 2011,1517,,
Underworld: Rise of the Lycans,8,0,,,,,,,Feature Film,Patrick Tatopoulos,64,6.4,,,92,2009,"action, adventure, fantasy, sci_fi, thriller",82407,,,,,,,,,,,,"Netflix. Jon and Nathan were arguing about wed reception, so missed a lot of the storyline. Michael kept me abreast, though.

DATE: 2009-05-24",1/22/2009,http://www.imdb.com/title/tt0834001/,Mon May 25 12:00:00 2009,Wed Aug 10 16:04:04 2011,1645,,
Unfinished Symphony: Democracy and Dissent,,0,,,,,,,Documentary,"Bestor Cram, Mike Majoros",83,8.3,,,60,2001,documentary,32,,,,,,,,,,,,,1/19/2001,http://www.imdb.com/title/tt0278792/,Sat Jun  9 12:00:00 2001,Wed Aug 10 16:04:02 2011,2149,,
Unforgiven,,0,,,,,,,Feature Film,Clint Eastwood,83,8.3,,,131,1992,western,182273,,Y,,,,,,,,,,,8/3/1992,http://www.imdb.com/title/tt0105695/,,,232,16,
United 93,8,0,,,,,,,Feature Film,Paul Greengrass,76,7.6,,,111,2006,"crime, drama, history",69020,,,,,,,,,,,,"Blockbuster DVD rental with Josh Fykes. ""Mandate"". As usual, DVD extras showing the real family members just as inspiring.

DATE: 2006-11-04",4/28/2006,http://www.imdb.com/title/tt0475276/,Sat Nov  4 11:00:00 2006,Wed Aug 10 16:04:04 2011,1544,,
Unknown,8,0,,,,,,,Feature Film,Jaume Collet-Serra,68,6.8,,,113,2011,"action, mystery, thriller",147699,,,,,,,,,,,,,2/16/2011,http://www.imdb.com/title/tt1401152/,Sun Jul 24 12:00:00 2011,Wed Aug 10 16:04:04 2011,1885,,
Untraceable,7,0,,,,,,,Feature Film,Gregory Hoblit,61,6.1,,,101,2008,"crime, drama, thriller",34644,,,,,,,,,,,,,1/22/2008,http://www.imdb.com/title/tt0880578/,Mon Feb 22 11:00:00 2010,Wed Aug 10 16:04:04 2011,1752,,
Up,9,0,,,,,,,Feature Film,"Pete Docter, Bob Peterson",83,8.3,,,96,2009,"animation, adventure, comedy, drama, family, fantasy",377269,,,,,1,,,,,,,"Dustin & Michael @ Hollywood 27. Then saw T4 w/ MPV afterwards!

DATE: 2009-05-29",5/13/2009,http://www.imdb.com/title/tt1049413/,Sat May 30 12:00:00 2009,Wed Aug 10 16:04:04 2011,1650,,
Up in Smoke,,0,,,,,,,Feature Film,Lou Adler,53,6.8,38,n/a,86,1978,"comedy, music",20634,,Y,A,,,,,,No,Az,DV,,9/15/1978,http://www.imdb.com/title/tt0078446/,,,426,454,
Up in the Air,8,0,,,,,,,Feature Film,Jason Reitman,75,7.5,,,109,2009,"drama, romance",200826,,,,,,,,,,,,,9/5/2009,http://www.imdb.com/title/tt1193138/,Thu Dec  3 11:00:00 2009,Wed Aug 10 16:04:04 2011,1711,,
Uprising,8,0,,,,,,,TV Movie,Jon Avnet,72,7.2,,,177,2001,"drama, war",3440,,,,,,,,,,,,,11/4/2001,http://www.imdb.com/title/tt0250798/,Mon Nov  5 11:00:00 2001,Wed Aug 10 16:04:03 2011,1268,,
Upstream Color,,0,,,,,,,Feature Film,Shane Carruth,67,6.7,,,96,2013,"drama, sci_fi",7184,,,,,,,,,,,,,1/21/2013,http://www.imdb.com/title/tt2084989/,Sat Apr 27 14:36:31 2013,Sat Apr 27 14:36:31 2013,2022,,
Uptown Girls,,0,,,,,,,Feature Film,Boaz Yakin,58,5.8,,,92,2003,"comedy, drama, romance",21295,,,,,,,,,,,,,8/15/2003,http://www.imdb.com/title/tt0263757/,Mon Apr 21 12:00:00 2003,Wed Aug 10 16:04:03 2011,2326,,
Urbanized,,0,,,,,,,Documentary,Gary Hustwit,70,7,,,85,2011,documentary,837,,,,,,,,,,,,,9/9/2011,http://www.imdb.com/title/tt1701976/,Sun Oct  2 10:29:05 2011,Sun Oct  2 10:29:05 2011,2718,,
Utu,,0,,,,,,,Feature Film,Geoff Murphy,69,6.9,,,118,1984,"adventure, drama, history, war",459,,Y,,,,,,,,,,,6/27/1984,http://www.imdb.com/title/tt0086497/,,,355,474,
V for Vendetta,,0,,,,,,,Feature Film,James McTeigue,82,8.2,,,132,2005,"action, crime, fantasy, mystery, sci_fi, thriller",507448,,,,,,3,,,,,,,12/11/2005,http://www.imdb.com/title/tt0434409/,Tue Jul 26 12:00:00 2005,Wed Aug 10 16:04:03 2011,2468,,
Vagabond (Without Roof or Rule),,0,,,,,,DV 2000 Criterion,Feature Film,Agnès Varda,87.5,7.5,100,n/a,105,1985,drama,2959,,Y,B,Y,,3,,Belg.,H+,LFPL  St. Matt,DV Criterion,,1985-09,http://www.imdb.com/title/tt0089960/,,,340,408,
Valentine's Day,8,0,,,,,,,Feature Film,Garry Marshall,56,5.6,,,125,2010,"comedy, romance",68023,,,,,,,,,,,,,2/8/2010,http://www.imdb.com/title/tt0817230/,Fri Feb  4 11:00:00 2011,Wed Aug 10 16:04:04 2011,1835,,
Vampyr,,0,,,,,,,Feature Film,Carl Th. Dreyer,88,7.6,100,n/a,83,1932,horror,7433,,Y,C,,,,,Danish,H+,No,DV Criterion,,5/6/1932,http://www.imdb.com/title/tt0023649/,11/12/2013,,953,902,
Van Wilder,4,0,,,,,,,Feature Film,Walt Becker,62,6.2,,,92,2002,"comedy, romance",70399,,,,,,,,,,,,,4/4/2002,http://www.imdb.com/title/tt0283111/,Tue Mar 19 11:00:00 2002,Wed Aug 10 16:04:03 2011,1307,,
Vanishing on 7th Street,6,0,,,,,,,Feature Film,Brad Anderson,48,4.8,,,92,2010,"horror, mystery, thriller",17810,,,,,,,,,,,,,9/12/2010,http://www.imdb.com/title/tt1452628/,Mon Jun 27 12:00:00 2011,Wed Aug 10 16:04:04 2011,1881,,
Veep,8,0,,,,,,,TV Series,,71,7.1,,,28,2012,comedy,8847,,,,,,,,,,,,,4/22/2012,http://www.imdb.com/title/tt1759761/,Wed Apr 25 19:43:15 2012,Wed Apr 25 19:43:15 2012,1918,,
VeggieTales: Are You My Neighbor?,,0,,,,,,,Video,Phil Vischer,69,6.9,,,30,1995,"animation, family, musical",239,,,,,,,,,,,,,1995-02,http://www.imdb.com/title/tt0284604/,Fri Sep 28 12:00:00 2001,Wed Aug 10 16:04:02 2011,2173,,
Venus,,0,,,,,,,Feature Film,Roger Michell,70,7,,,95,2006,"comedy, drama, romance",9834,,,,,,,,,,,,,9/2/2006,http://www.imdb.com/title/tt0489327/,Sat Nov 18 11:00:00 2006,Wed Aug 10 16:04:03 2011,2496,,
Veritas,,0,,,,,,,Documentary,Howie Miller,85,8.5,,,74,2007,"documentary, biography, drama, sport",24,,,,,,,,,,,,,5/16/2007,http://www.imdb.com/title/tt1075086/,Sun May  8 12:00:00 2011,Wed Aug 10 16:04:04 2011,2678,,
Vertical Limit,8,0,,,,,,,Feature Film,Martin Campbell,57,5.7,,,124,2000,"action, adventure, thriller",40260,,,,,,,,,,,,,12/3/2000,http://www.imdb.com/title/tt0190865/,Wed Nov  8 11:00:00 2000,Wed Aug 10 16:04:02 2011,1134,,
Vertigo,?,0,,,,,,,Feature Film,Alfred Hitchcock,85,8.5,,,128,1958,"mystery, romance, thriller",155670,Y,Y,,,,,,,,,,,5/9/1958,http://www.imdb.com/title/tt0052357/,,,693,514,
Vicky Cristina Barcelona,9,0,,,,,,,Feature Film,Woody Allen,71,7.1,,,96,2008,"drama, romance",137184,,,,,,,,,,,,,5/17/2008,http://www.imdb.com/title/tt0497465/,Sun Apr 24 12:00:00 2011,Wed Aug 10 16:04:04 2011,1865,,
Videodrome,,0,,,,,,,Feature Film,David Cronenberg,71,7.3,80,60,87,1983,"horror, sci_fi",40187,,Y,,,,,,,,,,,2/4/1983,http://www.imdb.com/title/tt0086541/,,,365,471,
Vinyl,,0,,,,,,,Feature Film,Andy Warhol,51,5.1,,,70,1965,sci_fi,451,,Y,F,,,,,,,,,,6/4/1965,http://www.imdb.com/title/tt0059880/,,,604,717,
Viridiana,8,85,9,8,9,9,8,DV Criterion,Feature Film,Luis Buñuel,90.5,8.1,100,n/a,90,1961,drama,11141,,Y,recent,,,,,,H+,,DV,,5/19/1961,http://www.imdb.com/title/tt0055601/,,10/30/2013,654,526,
Vision Quest,7,0,,,,,,,Feature Film,Harold Becker,62,6.2,,,105,1985,"drama, romance, sport",5069,,,,,,,,,,,,,2/15/1985,http://www.imdb.com/title/tt0090270/,Fri May 19 12:00:00 2000,Wed Aug 10 16:04:02 2011,1122,,
Vito After,,0,,,,,,,Documentary,Maria Pusateri,74,7.4,n/a,n/a,47,2005,documentary,13,,,B,Y,,,,,DVD,Az,,9/11 film recommended by Ela Their,,,11/17/2013,,2927,,
Vivre Sa Vie,,0,,,,,,,Feature Film,Jean-Luc Godard,79,7.9,,,80,1962,drama,10043,,Y,,,,,,,,,,,9/20/1962,http://www.imdb.com/title/tt0056663/,,,648,583,
Viy,,0,,,,,,,Feature Film,"Konstantin Ershov, Georgi Kropachyov",72,7.2,,,77,1967,"comedy, drama, fantasy, horror",1917,,Y,,,,,,,,,,,11/27/1967,http://www.imdb.com/title/tt0062453/,,,578,727,
"VOID ""This Here Giraffe""",,0,,,,,,,Music video,Sofia Coppola,72,7.2,,,75,2005,,19,,,,Y,,,,,,,,,,,,,1115,,
Volver,8,0,,,,,,,Feature Film,Pedro AlmodÃ³var,76,7.6,,,121,2006,"comedy, crime, drama, mystery",59428,,,,,,,,,,,,,3/10/2006,http://www.imdb.com/title/tt0441909/,Mon May  9 12:00:00 2011,Wed Aug 10 16:04:04 2011,1867,,
Von Trier's 100 Eyes,8,0,,,,,,,Documentary,Katia Forbert Petersen,51,5.1,,,56,2000,documentary,193,,,,,,,,Pol.,,,,,12/2/2000,http://www.imdb.com/title/tt0277428/,Mon Jun 10 19:24:34 2013,Mon Jun 10 19:24:34 2013,2042,,
W.,7,0,,,,,,,Feature Film,Oliver Stone,59.6666666666667,6.4,59,56,129,2008,"biography, drama, history",35658,,,,,,,,,,,,"Not a very exciting or believable story. Maybe it's because I can't imagine W. being that outrageous in real life. But when you look at Brolin and real Bush speech footage, they're remarkably the same!

DATE: 2009-12-09",10/16/2008,http://www.imdb.com/title/tt1175491/,Fri Sep 26 12:00:00 2008,Wed Aug 10 16:04:04 2011,1610,,
Wadjda,,0,,,,,,,Feature Film,Haifaa Al-Mansour,86,7.8,99,81,98,2012,drama,2369,,,A,Y,,,,Saud.,,,,,8/31/2012,http://www.imdb.com/title/tt2258858/,Tue Oct  1 07:23:45 2013,Tue Oct  1 07:23:45 2013,2810,,
Wag the Dog,8,0,,,,,,,Feature Film,Barry Levinson,71,7.1,,,97,1997,"comedy, drama",57263,,,,,,,,,,,,,12/17/1997,http://www.imdb.com/title/tt0120885/,Wed Oct 16 12:00:00 2002,Wed Aug 10 16:04:03 2011,1341,,
Wait Until Dark,7,0,,,,,,,Feature Film,Terence Young,78,7.8,,,108,1967,"crime, drama, thriller",15737,,,,,,,,,,,,,10/26/1967,http://www.imdb.com/title/tt0062467/,Sat May 25 12:00:00 2002,Wed Aug 10 16:04:03 2011,1324,,
Waiting for Guffman,,0,,,,,,,Feature Film,Christopher Guest,74,7.4,,,84,1996,comedy,19914,,,,,,,,,,,,,8/21/1996,http://www.imdb.com/title/tt0118111/,Mon Jun 18 12:00:00 2001,Wed Aug 10 16:04:02 2011,2153,,
Waiting for Superman,,0,,,,,,,Documentary,Davis Guggenheim,81.3333333333333,7.4,89,81,111,2010,"documentary, education",8403,,,,,,,,,,,,,,,11/14/2013,,2917,,
Waiting for 'Superman',,0,,,,,,,Documentary,Davis Guggenheim,74,7.4,,,111,2010,documentary,8361,,,,,,,,,,,,,1/22/2010,http://www.imdb.com/title/tt1566648/,Thu Oct  7 12:00:00 2010,Wed Aug 10 16:04:04 2011,2633,,
Wake in Fright,,0,,,,,,,Feature Film,Ted Kotcheff,87.6666666666667,7.6,100,87,114,1971,"drama, thriller",1772,,Y,C,,1,,,Can.,,,,1001 2013,,,10/14/2013,,2840,,
Walkabout,,0,,,,,,BD 2010 Criterion,Feature Film,Nicolas Roeg,84.5,7.6,93,n/a,100,1971,"adventure, drama",12122,,Y,B,,,,Y,,H+ DVD,,BD Criterion?,,1971-05,http://www.imdb.com/title/tt0067959/,,,513,359,
Wall Street,,0,,,,,,,Feature Film,Oliver Stone,69,7.3,78,56,126,1987,"crime, drama",91958,,Y,,,,,,,,,,1001 2013,,,10/14/2013,,2847,,
WALL·E,9,97,10,10,9,9,10,,Feature Film,Andrew Stanton,85,8.5,,,98,2008,"animation, adventure, family, romance, sci_fi",430638,Y,,,,1,,,,,,,,6/23/2008,http://www.imdb.com/title/tt0910970/,Sun Jul 13 12:00:00 2008,Wed Aug 10 16:04:04 2011,1602,,
Waltz with Bashir,10,0,,,,,,,Documentary,Ari Folman,88.6666666666667,7.9,96,91,90,2008,"documentary, animation, biography, drama, war",35553,,,,,0,,Y,,DVD,"LFPL Ok StM, Az",BD,,5/15/2008,http://www.imdb.com/title/tt1185616/,Fri Apr  9 12:00:00 2010,Wed Aug 10 16:04:04 2011,1772,,
Wanda,,0,,,,,,,Feature Film,Barbara Loden,79,6.8,90,n/a,102,1970,"crime, drama",839,,Y,,Y,,,,Amer.,,,,,1970-09,http://www.imdb.com/title/tt0067961/,,,538,735,
Wanderlust,,0,,,,,,,Feature Film,David Wain,56,5.6,,,98,2012,comedy,45384,,,,,,,,,,,,,2/24/2012,http://www.imdb.com/title/tt1655460/,Sun Sep  9 19:32:22 2012,Sun Sep  9 19:32:22 2012,1944,,
War Horse,,0,,,,,,,Feature Film,Steven Spielberg,72,7.2,,,146,2011,"drama, war",77612,,Y,,,,,,,,,,,12/4/2011,http://www.imdb.com/title/tt1568911/,,,130,1001,
WarGames,,0,,,,,,,Feature Film,John Badham,81,7,92,n/a,114,1983,"sci_fi, thriller",53604,,,C,,1,,,,Ne,,,,1983-05,http://www.imdb.com/title/tt0086567/,Sun Jun  8 12:00:00 2003,Wed Aug 10 16:04:03 2011,2350,,
Warrior,10,0,,,,,,,Feature Film,Gavin O'Connor,82,8.2,,,140,2011,"drama, sport",190717,,,,,1,,,,,,,,9/9/2011,http://www.imdb.com/title/tt1291584/,Sat Jan 28 20:21:34 2012,Sat Jan 28 20:21:34 2012,1898,,
Watchmen,9,88,8,9,9,9,9,,Feature Film,Zack Snyder,65.3333333333333,7.6,64,56,162,2009,"action, drama, mystery, sci_fi",280494,,,,,,,Y,,,,,"Hollywood theater with Michael and Kurt.

DATE: 2009-03-21",2/23/2009,http://www.imdb.com/title/tt0409459/,Sun Nov 16 11:00:00 2008,Wed Aug 10 16:04:04 2011,1613,,
Water,,0,,,,,,,Feature Film,Deepa Mehta,81.3333333333333,7.6,91,77,117,2005,"drama, romance",9830,,,,Y,,,,Ind. Can.,DVD,Az Vu,,,,,,,1018,,1
Waterworld,8,0,,,,,,,Feature Film,Kevin Reynolds,59,5.9,,,135,1995,"action, adventure, sci_fi, thriller",107474,,,,,,,,,,,,,7/28/1995,http://www.imdb.com/title/tt0114898/,Sat Aug 10 19:47:32 2013,Sat Aug 10 19:47:32 2013,2065,,
Way Down East,,0,,,,,,,Feature Film,D.W. Griffith,77,7.7,,,145,1920,"drama, romance",2857,,Y,C,,,,,,,,,,9/3/1920,http://www.imdb.com/title/tt0011841/,,,1001,811,
We Don't Live Here Anymore,7,0,,,,,,,Feature Film,John Curran,63,6.3,,,101,2004,"drama, romance",7233,,,,,,,,,,,,,1/20/2004,http://www.imdb.com/title/tt0361309/,Sun Nov 22 11:00:00 2009,Wed Aug 10 16:04:04 2011,1707,,
We Were Soldiers,9,0,,,,,,,Feature Film,Randall Wallace,70,7,,,138,2002,"action, drama, history, war",74128,,,,,,,,,,,,,2/25/2002,http://www.imdb.com/title/tt0277434/,Sat Apr  5 11:00:00 2003,Wed Aug 10 16:04:03 2011,1364,,
Weapons of the Spirit,8,0,,,,,,,Documentary,Pierre Sauvage,80,8,,,90,1987,documentary,66,,,,,,,,,,,,,9/16/1987,http://www.imdb.com/title/tt0100905/,Fri Sep 28 12:00:00 2001,Wed Aug 10 16:04:03 2011,1262,,
Weekend,,0,,,,,,,Feature Film,Jean-Luc Godard,72,7.2,,,105,1967,"comedy, drama",6956,,Y,,,,,,,,,,,12/29/1967,http://www.imdb.com/title/tt0062480/,,,576,725,
Weekend,10,92,9,8,9,9,10,DV 2012 Criterion,Feature Film,Andrew Haigh,83.3333333333333,7.4,95,81,97,2011,"drama, romance",10574,,,,,,3,Y,,,,,,,,10/16/2013,,2865,,
Welcome to Pooh Corner,9,0,,,,,,,TV Series,"Gary B. Baker, Bill Edwards",84,8.4,,,,1983,,85,,,,,,,,,,,,,4/18/1983,http://www.imdb.com/title/tt0277535/,Wed Apr  6 12:00:00 2011,Wed Aug 10 16:04:04 2011,1860,,
Wendy and Lucy,,0,,,,,,,Feature Film,Kelly Reichardt,78.3333333333333,7,85,80,80,2008,drama,9676,,,,Y,3,,,,DVD,Az,DV,Will Oldham,,,11/2/2013,,2891,,
We're the Millers,8,82,8,8,8,9,8,,Feature Film,Rawson Marshall Thurber,54,7.1,47,44,118,2013,"comedy, crime",102733,,,recent,,3,,,,,,,,,,,11/28/2013,2943,,
West Side Story,,0,,,,,,,Feature Film,"Jerome Robbins, Robert Wise",76,7.6,,,152,1961,"crime, drama, musical, romance, thriller",49978,,Y,,,,,,,,,,,10/18/1961,http://www.imdb.com/title/tt0055614/,,,662,646,
Whale Rider,9,0,,,,,,,Feature Film,Niki Caro,81.3333333333333,7.5,90,79,101,2002,"drama, family",28635,,,,Y,,,,New Z.,DVD,,DVD,"Just because things don't go your way does not mean that there won't be victory.  Good Oxygen Network pick!

DATE: 2004-03-27",37508,http://www.imdb.com/title/tt0298228/,,,1030,,
