"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"904","tt0831387","Fri Sep 12 15:46:46 2014","Fri Sep 12 15:46:46 2014","","Godzilla","Feature Film","Gareth Edwards","6.5","123","2014","action, adventure, sci_fi, thriller","254524","2014-05-08","http://www.imdb.com/title/tt0831387/"
"905","tt3741700","Fri Sep 12 15:46:52 2014","Fri Sep 12 15:46:52 2014","","Godzilla 2","Feature Film","Gareth Edwards","","","2018","action, adventure, sci_fi","","2018-05-30","http://www.imdb.com/title/tt3741700/"
"906","tt3385516","Fri Sep 12 15:51:34 2014","Fri Sep 12 15:51:34 2014","","X-Men: Apocalypse","Feature Film","Bryan Singer","","","2016","action, adventure, fantasy, sci_fi","","2016-05-18","http://www.imdb.com/title/tt3385516/"
"907","tt3053198","Fri Sep 12 15:51:44 2014","Fri Sep 12 15:51:44 2014","","X-Force","Feature Film","Jeff Wadlow","","","2016","action, adventure, fantasy, sci_fi","","2016","http://www.imdb.com/title/tt3053198/"
"908","tt3315342","Fri Sep 12 15:52:16 2014","Fri Sep 12 15:52:16 2014","","Untitled Wolverine Sequel","Feature Film","James Mangold","","","2017","action, sci_fi","","2017-03-02","http://www.imdb.com/title/tt3315342/"
"909","tt3450958","Fri Sep 12 15:53:22 2014","Fri Sep 12 15:53:22 2014","","Untitled Planet of the Apes Sequel","Feature Film","Matt Reeves","","","2017","action, drama, sci_fi","","2017-07-14","http://www.imdb.com/title/tt3450958/"
"910","tt0203408","Thu Sep 18 04:15:45 2014","Thu Sep 18 04:15:45 2014","","The Omega Code","Feature Film","Robert Marcarelli","3.5","100","1999","action, adventure, fantasy, sci_fi, thriller","4598","1999-08-27","http://www.imdb.com/title/tt0203408/"
"911","tt0263728","Thu Sep 18 04:16:12 2014","Thu Sep 18 04:16:12 2014","","Megiddo: The Omega Code 2","Feature Film","Brian Trenchard-Smith","4.0","104","2001","action, adventure, fantasy, sci_fi, thriller","2198","2001-09-07","http://www.imdb.com/title/tt0263728/"
"912","tt1408253","Sat Sep 20 19:46:46 2014","Sat Sep 20 19:46:46 2014","","Ride Along","Feature Film","Tim Story","6.1","99","2014","action, comedy","52225","2014-01-17","http://www.imdb.com/title/tt1408253/"
"913","tt2869728","Sat Sep 20 19:47:02 2014","Sat Sep 20 19:47:02 2014","","Ride Along 2","Feature Film","Tim Story","","","2016","action, comedy","","2016-01-14","http://www.imdb.com/title/tt2869728/"
"914","tt1204342","Thu Oct  2 00:51:44 2014","Thu Oct  2 00:51:44 2014","","The Muppets","Feature Film","James Bobin","7.2","103","2011","comedy, family, musical","70094","2011-11-04","http://www.imdb.com/title/tt1204342/"
"915","tt2281587","Thu Oct  2 00:52:01 2014","Thu Oct  2 00:52:01 2014","","Muppets Most Wanted","Feature Film","James Bobin","6.5","107","2014","adventure, comedy, crime, family, musical","20107","2014-03-19","http://www.imdb.com/title/tt2281587/"
"916","tt0079588","Thu Oct  2 00:52:15 2014","Thu Oct  2 00:52:15 2014","","The Muppet Movie","Feature Film","James Frawley","7.7","95","1979","adventure, comedy, family, musical","23398","1979-05-31","http://www.imdb.com/title/tt0079588/"
"917","tt0087755","Thu Oct  2 00:53:09 2014","Thu Oct  2 00:53:09 2014","","The Muppets Take Manhattan","Feature Film","Frank Oz","6.9","94","1984","comedy, drama, family, musical, romance","13723","1984-07-13","http://www.imdb.com/title/tt0087755/"
"918","tt0082474","Thu Oct  2 00:53:29 2014","Thu Oct  2 00:53:29 2014","","The Great Muppet Caper","Feature Film","Jim Henson","7.2","95","1981","comedy, crime, family, musical, mystery","8877","1981-06-26","http://www.imdb.com/title/tt0082474/"
"919","tt0158811","Thu Oct  2 00:53:48 2014","Thu Oct  2 00:53:48 2014","","Muppets from Space","Feature Film","Tim Hill","6.2","87","1999","adventure, comedy, family, fantasy, music, sci_fi","13569","1999-07-14","http://www.imdb.com/title/tt0158811/"
"920","tt1981115","Sat Oct  4 05:26:13 2014","Sat Oct  4 05:26:13 2014","","Thor: The Dark World","Feature Film","Alan Taylor","7.1","112","2013","action, adventure, fantasy","327220","2013-10-30","http://www.imdb.com/title/tt1981115/"
"921","tt2243537","Mon Oct  6 03:43:01 2014","Mon Oct  6 03:43:01 2014","","A Haunted House","Feature Film","Michael Tiddes","5.0","86","2013","comedy, horror","30252","2013-01-11","http://www.imdb.com/title/tt2243537/"
"922","tt2828996","Mon Oct  6 03:43:14 2014","Mon Oct  6 03:43:14 2014","","A Haunted House 2","Feature Film","Michael Tiddes","4.7","86","2014","comedy, horror","10974","2014-04-18","http://www.imdb.com/title/tt2828996/"
"923","tt1621045","Mon Oct  6 03:43:55 2014","Mon Oct  6 03:43:55 2014","","Think Like a Man","Feature Film","Tim Story","6.6","122","2012","comedy, romance","30387","2012-03-23","http://www.imdb.com/title/tt1621045/"
"924","tt2239832","Mon Oct  6 03:44:03 2014","Mon Oct  6 03:44:03 2014","","Think Like a Man Too","Feature Film","Tim Story","5.7","106","2014","comedy","11330","2014-06-20","http://www.imdb.com/title/tt2239832/"
"925","tt2446042","Fri Oct 10 11:29:07 2014","Fri Oct 10 11:29:07 2014","","Taken 3","Feature Film","Olivier Megaton","6.1","109","2014","action, thriller","80104","2014-12-16","http://www.imdb.com/title/tt2446042/"
"926","tt0378109","Wed Oct 15 00:44:00 2014","Wed Oct 15 00:44:00 2014","","Into the Blue","Feature Film","John Stockwell","5.8","110","2005","action, adventure, crime, thriller","58282","2005-09-30","http://www.imdb.com/title/tt0378109/"
"927","tt0865907","Wed Oct 15 00:44:12 2014","Wed Oct 15 00:44:12 2014","","Into the Blue 2: The Reef","Video","Stephen Herek","4.7","92","2009","action, adventure, thriller","3327","2009-04-21","http://www.imdb.com/title/tt0865907/"
"928","tt0090887","Wed Oct 15 00:44:36 2014","Wed Oct 15 00:44:36 2014","","Critters","Feature Film","Stephen Herek","6.0","82","1986","action, comedy, horror, sci_fi, thriller","21329","1986-04-11","http://www.imdb.com/title/tt0090887/"
"929","tt0094919","Wed Oct 15 00:44:47 2014","Wed Oct 15 00:44:47 2014","","Critters 2","Feature Film","Mick Garris","5.2","86","1988","comedy, horror, sci_fi, thriller","9136","1988-04-29","http://www.imdb.com/title/tt0094919/"
"930","tt0101627","Wed Oct 15 00:44:57 2014","Wed Oct 15 00:44:57 2014","","Critters 3","Feature Film","Kristine Peterson","4.1","86","1991","comedy, horror, sci_fi, thriller","7263","1991-12-11","http://www.imdb.com/title/tt0101627/"
"931","tt0101628","Wed Oct 15 00:45:31 2014","Wed Oct 15 00:45:31 2014","","Critters 4","Feature Film","Rupert Harvey","3.9","100","1992","comedy, horror, sci_fi, thriller","4286","1992-08-20","http://www.imdb.com/title/tt0101628/"
"932","tt1564349","Mon Oct 27 22:00:27 2014","Mon Oct 27 22:00:27 2014","","Dolphin Tale","Feature Film","Charles Martin Smith","6.9","113","2011","drama, family","16080","2011-09-21","http://www.imdb.com/title/tt1564349/"
"933","tt2978462","Mon Oct 27 22:00:38 2014","Mon Oct 27 22:00:38 2014","","Dolphin Tale 2","Feature Film","Charles Martin Smith","6.4","107","2014","drama, family","4180","2014-09-11","http://www.imdb.com/title/tt2978462/"
"934","tt1231587","Fri Dec 26 14:52:07 2014","Fri Dec 26 14:52:07 2014","","Hot Tub Time Machine","Feature Film","Steve Pink","6.5","101","2010","adventure, comedy, sci_fi","126345","2010-03-26","http://www.imdb.com/title/tt1231587/"
"935","tt2637294","Fri Dec 26 14:52:22 2014","Fri Dec 26 14:52:22 2014","","Hot Tub Time Machine 2","Feature Film","Steve Pink","5.2","93","2015","comedy, sci_fi","8140","2015-02-20","http://www.imdb.com/title/tt2637294/"
"936","tt1114740","Fri Dec 26 14:52:41 2014","Fri Dec 26 14:52:41 2014","","Paul Blart: Mall Cop","Feature Film","Steve Carr","5.2","91","2009","action, comedy, crime","73193","2009-01-06","http://www.imdb.com/title/tt1114740/"
"937","tt3450650","Fri Dec 26 14:52:54 2014","Fri Dec 26 14:52:54 2014","","Paul Blart: Mall Cop 2","Feature Film","Andy Fickman","4.0","94","2015","action, comedy","3994","2015-04-09","http://www.imdb.com/title/tt3450650/"
"938","tt1499658","Fri Dec 26 14:53:30 2014","Fri Dec 26 14:53:30 2014","","Horrible Bosses","Feature Film","Seth Gordon","6.9","98","2011","comedy, crime","313653","2011-07-08","http://www.imdb.com/title/tt1499658/"
"939","tt2170439","Fri Dec 26 14:53:41 2014","Fri Dec 26 14:53:41 2014","","Horrible Bosses 2","Feature Film","Sean Anders","6.4","108","2014","comedy, crime","70946","2014-11-12","http://www.imdb.com/title/tt2170439/"
"940","tt0109686","Fri Dec 26 14:54:01 2014","Fri Dec 26 14:54:01 2014","","Dumb & Dumber","Feature Film","Peter Farrelly","7.3","107","1994","comedy","260635","1994-12-06","http://www.imdb.com/title/tt0109686/"
"941","tt0329028","Fri Dec 26 14:54:14 2014","Fri Dec 26 14:54:14 2014","","Dumb and Dumberer: When Harry Met Lloyd","Feature Film","Troy Miller","3.4","85","2003","comedy","28674","2003-06-13","http://www.imdb.com/title/tt0329028/"
"942","tt2096672","Fri Dec 26 14:54:25 2014","Fri Dec 26 14:54:25 2014","","Dumb and Dumber To","Feature Film","Bobby Farrelly, Peter Farrelly","5.9","109","2014","comedy","70814","2014-11-07","http://www.imdb.com/title/tt2096672/"
"943","tt0435625","Sun Dec 28 18:47:52 2014","Sun Dec 28 18:47:52 2014","","The Descent","Feature Film","Neil Marshall","7.2","99","2005","adventure, horror","135945","2005-03-11","http://www.imdb.com/title/tt0435625/"
"944","tt1073105","Sun Dec 28 18:48:01 2014","Sun Dec 28 18:48:01 2014","","The Descent: Part 2","Feature Film","Jon Harris","5.8","94","2009","adventure, horror, thriller","27206","2009-08-24","http://www.imdb.com/title/tt1073105/"
"945","tt1082868","Thu Jan  1 07:44:41 2015","Thu Jan  1 07:44:41 2015","","Quarantine","Feature Film","John Erick Dowdle","6.0","89","2008","horror, sci_fi, thriller","52163","2008-10-10","http://www.imdb.com/title/tt1082868/"
"946","tt1699231","Thu Jan  1 07:44:53 2015","Thu Jan  1 07:44:53 2015","","Quarantine 2: Terminal","Feature Film","John G. Pogue","5.3","86","2011","horror, mystery, sci_fi, thriller","13260","2011-01-27","http://www.imdb.com/title/tt1699231/"
"947","tt1038988","Thu Jan  1 07:45:36 2015","Thu Jan  1 07:45:36 2015","","[Rec]","Feature Film","Jaume Balagueró, Paco Plaza","7.5","78","2007","horror, mystery, thriller","116477","2007-08-29","http://www.imdb.com/title/tt1038988/"
"948","tt1245112","Thu Jan  1 07:45:45 2015","Thu Jan  1 07:45:45 2015","","[Rec] 2","Feature Film","Jaume Balagueró, Paco Plaza","6.6","85","2009","horror","49789","2009-09-02","http://www.imdb.com/title/tt1245112/"
"949","tt1649444","Thu Jan  1 07:45:51 2015","Thu Jan  1 07:45:51 2015","","[REC] 3: Genesis","Feature Film","Paco Plaza","5.1","80","2012","horror, romance","22379","2012-03-09","http://www.imdb.com/title/tt1649444/"
"950","tt1649443","Thu Jan  1 07:45:58 2015","Thu Jan  1 07:45:58 2015","","[REC] 4: Apocalypse","Feature Film","Jaume Balagueró","5.4","95","2014","action, horror, thriller","6281","2014-09-09","http://www.imdb.com/title/tt1649443/"
"951","tt2105044","Thu Jan  1 07:46:25 2015","Thu Jan  1 07:46:25 2015","","V/H/S","Feature Film","Matt Bettinelli-Olpin, David Bruckner","5.8","116","2012","horror, thriller","37302","2012-01-22","http://www.imdb.com/title/tt2105044/"
"952","tt2450186","Thu Jan  1 07:46:32 2015","Thu Jan  1 07:46:32 2015","","V/H/S/2","Feature Film","Simon Barrett, Jason Eisener","6.1","96","2013","horror, thriller","22057","2013-01-19","http://www.imdb.com/title/tt2450186/"
"953","tt3704538","Thu Jan  1 07:46:39 2015","Thu Jan  1 07:46:39 2015","","V/H/S: Viral","Feature Film","Justin Benson, Gregg Bishop","4.2","81","2014","action, horror, thriller","7555","2014-08-25","http://www.imdb.com/title/tt3704538/"
"954","tt1703199","Thu Jan  1 07:46:58 2015","Thu Jan  1 07:46:58 2015","","Grave Encounters","Feature Film","The Vicious Brothers, The Vicious Brothers","6.1","92","2011","horror","34380","2011-04-22","http://www.imdb.com/title/tt1703199/"
"955","tt2231554","Thu Jan  1 07:47:05 2015","Thu Jan  1 07:47:05 2015","","Grave Encounters 2","Feature Film","John Poliquin","5.1","95","2012","horror","14129","2012-10-02","http://www.imdb.com/title/tt2231554/"
"956","tt0082010","Fri Jan  2 13:05:33 2015","Fri Jan  2 13:05:33 2015","","An American Werewolf in London","Feature Film","John Landis","7.6","97","1981","comedy, horror","56121","1981-08-21","http://www.imdb.com/title/tt0082010/"
"957","tt0118604","Fri Jan  2 13:05:42 2015","Fri Jan  2 13:05:42 2015","","An American Werewolf in Paris","Feature Film","Anthony Waller","5.1","105","1997","comedy, horror, romance, thriller","17945","1997-10-18","http://www.imdb.com/title/tt0118604/"
"958","tt0080455","Fri Jan  2 13:27:43 2015","Fri Jan  2 13:27:43 2015","","The Blues Brothers","Feature Film","John Landis","8.0","133","1980","action, comedy, crime, music","127602","1980-06-16","http://www.imdb.com/title/tt0080455/"
"959","tt0118747","Fri Jan  2 13:27:55 2015","Fri Jan  2 13:27:55 2015","","Blues Brothers 2000","Feature Film","John Landis","4.8","123","1998","action, comedy, crime, music","22885","1998-02-06","http://www.imdb.com/title/tt0118747/"
"960","tt0058089","Fri Jan  2 13:36:52 2015","Fri Jan  2 13:36:52 2015","","Fantomas","Feature Film","André Hunebelle","7.0","100","1964","comedy, crime, adventure, fantasy","5429","1964-11-04","http://www.imdb.com/title/tt0058089/"
"961","tt0059168","Fri Jan  2 13:37:23 2015","Fri Jan  2 13:37:23 2015","","Fantomas Unleashed","Feature Film","André Hunebelle","6.9","94","1965","adventure, comedy, crime, fantasy","3769","1965-12-08","http://www.imdb.com/title/tt0059168/"
"962","tt0060400","Fri Jan  2 13:37:44 2015","Fri Jan  2 13:37:44 2015","","Fantomas vs. Scotland Yard","Feature Film","André Hunebelle","6.7","104","1967","adventure, comedy, crime, fantasy","3661","1967-03-16","http://www.imdb.com/title/tt0060400/"
"963","tt0106519","Sat Jan  3 10:42:16 2015","Sat Jan  3 10:42:16 2015","","Carlito's Way","Feature Film","Brian De Palma","7.9","144","1993","crime, drama","149285","1993-11-12","http://www.imdb.com/title/tt0106519/"
"964","tt0427038","Sat Jan  3 10:42:32 2015","Sat Jan  3 10:42:32 2015","","Carlito's Way: Rise to Power","Video","Michael Scott Bregman","4.9","100","2005","action, crime, drama, thriller","3668","2005-09-27","http://www.imdb.com/title/tt0427038/"
"965","tt0486597","Mon Jan  5 11:12:42 2015","Mon Jan  5 11:12:42 2015","","The Hunt for Eagle One","Video","Brian Clyde","3.8","88","2006","action, war","1304","2006-01-17","http://www.imdb.com/title/tt0486597/"
"966","tt0816527","Mon Jan  5 11:13:19 2015","Mon Jan  5 11:13:19 2015","","The Hunt for Eagle One: Crash Point","Video","Henry Crum","3.9","86","2006","action, adventure, thriller, war","511","2006-06-27","http://www.imdb.com/title/tt0816527/"
"967","tt0185908","Mon Jan  5 11:13:52 2015","Mon Jan  5 11:13:52 2015","","The Base","Video","Mark L. Lester","4.5","93","1999","action, drama","666","1999-03-25","http://www.imdb.com/title/tt0185908/"
"968","tt0236013","Mon Jan  5 11:14:08 2015","Mon Jan  5 11:14:08 2015","","Guilty as Charged","TV Movie","Mark L. Lester","4.3","97","2000","action, adventure","347","2000-10","http://www.imdb.com/title/tt0236013/"
"969","tt0089175","Thu Jan  8 07:27:08 2015","Thu Jan  8 07:27:08 2015","","Fright Night","Feature Film","Tom Holland","7.1","106","1985","comedy, horror, thriller","37071","1985-08-02","http://www.imdb.com/title/tt0089175/"
"970","tt0097390","Thu Jan  8 07:27:27 2015","Thu Jan  8 07:27:27 2015","","Fright Night Part 2","Feature Film","Tommy Lee Wallace","5.8","104","1988","comedy, horror, thriller","7202","1988-10","http://www.imdb.com/title/tt0097390/"
"971","tt1438176","Thu Jan  8 07:27:58 2015","Thu Jan  8 07:27:58 2015","","Fright Night","Feature Film","Craig Gillespie","6.4","106","2011","comedy, horror","78135","2011-08-14","http://www.imdb.com/title/tt1438176/"
"972","tt2486630","Thu Jan  8 07:28:14 2015","Thu Jan  8 07:28:14 2015","","Fright Night 2","Video","Eduardo Rodriguez","4.3","100","2013","comedy, horror, thriller","3854","2013-10-01","http://www.imdb.com/title/tt2486630/"
"973","tt0094862","Thu Jan  8 07:29:25 2015","Thu Jan  8 07:29:25 2015","","Child's Play","Feature Film","Tom Holland","6.5","87","1988","horror, mystery, thriller","55294","1988-11-09","http://www.imdb.com/title/tt0094862/"
"974","tt0099253","Thu Jan  8 07:29:41 2015","Thu Jan  8 07:29:41 2015","","Child's Play 2","Feature Film","John Lafia","5.7","84","1990","horror","27728","1990-11-09","http://www.imdb.com/title/tt0099253/"
"975","tt0103956","Thu Jan  8 07:29:50 2015","Thu Jan  8 07:29:50 2015","","Child's Play 3","Feature Film","Jack Bender","4.9","90","1991","horror, thriller","21866","1991-08-30","http://www.imdb.com/title/tt0103956/"
"976","tt0144120","Thu Jan  8 07:30:07 2015","Thu Jan  8 07:30:07 2015","","Bride of Chucky","Feature Film","Ronny Yu","5.3","89","1998","comedy, horror","36027","1998-10-15","http://www.imdb.com/title/tt0144120/"
"977","tt0387575","Thu Jan  8 07:31:20 2015","Thu Jan  8 07:31:20 2015","","Seed of Chucky","Feature Film","Don Mancini","4.9","87","2004","comedy, horror, thriller","25904","2004-11-12","http://www.imdb.com/title/tt0387575/"
"978","tt2230358","Thu Jan  8 07:31:51 2015","Thu Jan  8 07:31:51 2015","","Curse of Chucky","Feature Film","Don Mancini","5.6","97","2013","crime, horror","19008","2013-08-02","http://www.imdb.com/title/tt2230358/"
"979","tt3280262","Thu Jan  8 07:32:32 2015","Thu Jan  8 07:32:32 2015","","Chucky 7","Feature Film","Don Mancini","","","????","horror","","","http://www.imdb.com/title/tt3280262/"
"980","tt0425061","Sat Jan 10 13:12:49 2015","Sat Jan 10 13:12:49 2015","","Get Smart","Feature Film","Peter Segal","6.5","110","2008","action, adventure, comedy, romance, thriller","154596","2008-06-19","http://www.imdb.com/title/tt0425061/"
"981","tt1304617","Sat Jan 10 13:13:03 2015","Sat Jan 10 13:13:03 2015","","Get Smart 2","Feature Film","","","","????","comedy","","","http://www.imdb.com/title/tt1304617/"
"982","tt1386925","Tue Jan 13 16:08:18 2015","Tue Jan 13 16:08:18 2015","","The Dead","Feature Film","Howard J. Ford, Jon Ford","5.9","105","2010","horror","6775","2010-08-30","http://www.imdb.com/title/tt1386925/"
"983","tt2917336","Tue Jan 13 16:08:41 2015","Tue Jan 13 16:08:41 2015","","The Dead 2: India","Feature Film","Howard J. Ford, Jonathan Ford","5.1","98","2013","horror","938","2013-08-22","http://www.imdb.com/title/tt2917336/"
